0.000000 	 7.941244 	 4.234581 	 3.401339 	 6.120713 	 0.000000 
10.278698 	 7.940691 	 4.234002 	 3.400715 	 6.110787 	 0.022805 
20.557396 	 7.940060 	 4.233344 	 3.400005 	 6.099489 	 0.045606 
30.836095 	 7.939355 	 4.232606 	 3.399210 	 6.086841 	 0.068405 
41.114793 	 7.938574 	 4.231790 	 3.398331 	 6.072861 	 0.091199 
51.393491 	 7.937720 	 4.230898 	 3.397368 	 6.057570 	 0.113990 
61.672189 	 7.936793 	 4.229929 	 3.396324 	 6.040987 	 0.136777 
71.950888 	 7.935795 	 4.228886 	 3.395199 	 6.023131 	 0.159559 
82.229586 	 7.934726 	 4.227769 	 3.393995 	 6.004022 	 0.182337 
92.508284 	 7.933588 	 4.226579 	 3.392711 	 5.983678 	 0.205110 
102.786982 	 7.932381 	 4.225317 	 3.391350 	 5.962119 	 0.227878 
113.065680 	 7.931106 	 4.223984 	 3.389913 	 5.939362 	 0.250640 
123.344379 	 7.929764 	 4.222581 	 3.388399 	 5.915426 	 0.273396 
133.623077 	 7.928356 	 4.221109 	 3.386811 	 5.890329 	 0.296146 
143.901775 	 7.926882 	 4.219568 	 3.385149 	 5.864088 	 0.318889 
154.180473 	 7.925345 	 4.217961 	 3.383415 	 5.836723 	 0.341625 
164.459172 	 7.923744 	 4.216286 	 3.381608 	 5.808249 	 0.364353 
174.737870 	 7.922080 	 4.214546 	 3.379730 	 5.778684 	 0.387073 
185.016568 	 7.920354 	 4.212741 	 3.377783 	 5.748045 	 0.409784 
195.295266 	 7.918567 	 4.210872 	 3.375765 	 5.716349 	 0.432485 
205.573964 	 7.916720 	 4.208940 	 3.373679 	 5.683612 	 0.455177 
215.852663 	 7.914814 	 4.206946 	 3.371526 	 5.649851 	 0.477858 
226.131361 	 7.912848 	 4.204889 	 3.369306 	 5.615082 	 0.500528 
236.410059 	 7.910825 	 4.202772 	 3.367019 	 5.579320 	 0.523186 
246.688757 	 7.908744 	 4.200594 	 3.364667 	 5.542581 	 0.545834 
256.967456 	 7.906606 	 4.198357 	 3.362251 	 5.504883 	 0.568477 
267.246154 	 7.904412 	 4.196061 	 3.359770 	 5.466239 	 0.591124 
277.524852 	 7.902163 	 4.193707 	 3.357227 	 5.426665 	 0.613767 
287.803550 	 7.899859 	 4.191295 	 3.354620 	 5.386165 	 0.636369 
298.082249 	 7.897503 	 4.188828 	 3.351954 	 5.344801 	 0.658917 
308.360947 	 7.895086 	 4.186297 	 3.349218 	 5.302410 	 0.681686 
318.639645 	 7.892646 	 4.183742 	 3.346456 	 5.259678 	 0.703614 
328.918343 	 7.890038 	 4.181010 	 3.343503 	 5.214061 	 0.728610 
330.000000	 7.889780	 4.180739	 3.343211	 5.209534	 0.731042
330.000000	 3.601308	 6.173025	 3.938933	 5.200277	 0.741992
339.197041 	 3.599822 	 6.167881 	 3.934858 	 5.181435 	 0.732933 
349.475740 	 3.598210 	 6.162319 	 3.930462 	 5.162246 	 0.718170 
359.754438 	 3.596530 	 6.156504 	 3.925848 	 5.140567 	 0.708466 
370.033136 	 3.594860 	 6.150715 	 3.921260 	 5.119107 	 0.699614 
380.311834 	 3.593177 	 6.144876 	 3.916632 	 5.097119 	 0.692486 
390.590533 	 3.591488 	 6.139010 	 3.911984 	 5.074828 	 0.686647 
400.869231 	 3.589793 	 6.133112 	 3.907311 	 5.052186 	 0.682036 
411.147929 	 3.588090 	 6.127182 	 3.902612 	 5.029185 	 0.678522 
